Position,Name,Artist,Album,Year,Genre,Time,Plays
1,Just For You,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:06,126
2,Maroon,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:38,88
3,Call On Me,SG Lewis & Tove Lo,AudioLust & HigherLove,2022,Electronic,0:03:16,
4,hey you got drugs?,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:04:18,120
5,Candy Necklace (feat. Jon Batiste),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:14,85
6,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:03:49,14
7,A&W,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:07:13,83
8,MIND YOUR BUSINESS,will.i.am & Britney Spears,MIND YOUR BUSINESS - Single,2023,Pop,0:03:15,91
9,I’m to Blame,Tove Lo,Dirt Femme (Extended Cut),2022,Dance,0:03:20,8
10,"""Slut!"" (Taylor's Version) [From The Vault]",Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:03:00,11
11,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023,Pop,0:03:51,64
12,Waiting For It,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:19,82
13,American Teenager,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:04:18,212
14,Midnight Rain,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:02:54,46
15,Labyrinth,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:04:07,65
16,Catch Me In The Air,Rina Sawayama,Hold The Girl (Bonus Edition),2022,Alternative,0:03:35,48
17,Tastes Like You,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,75
18,I like u,Tove Lo,Dirt Femme (Extended Cut),2023,Pop,0:03:10,36
19,Sweet,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:35,51
20,Silly,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:38,35
21,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,2023,Alternative,0:02:17,77
22,Fingertips,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:48,55
23,Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version) - Single,2021,Pop,0:03:40,
24,honey,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:02:53,65
25,Let The Light In (feat. Father John Misty),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:38,48
26,Fishtail,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:02,55
27,Say Yes To Heaven,Lana Del Rey,Say Yes To Heaven - Single,2023,Alternative,0:03:29,67
28,Your Age,Rina Sawayama,Hold The Girl,2022,Alternative,0:02:54,
29,River,Miley Cyrus,Endless Summer Vacation,2023,Pop,0:02:42,70
30,Peppers (feat. Tommy Genesis),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:08,52
31,Midnight Dreams,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,62
32,Kintsugi,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:06:18,56
33,stranger,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:54,62
34,Pineapple Slice,Tove Lo & SG Lewis,Dirt Femme (Extended Cut),2022,Dance,0:02:56,85
35,"Paris, Texas (feat. SYML)",Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:26,57
36,bad idea right?,Olivia Rodrigo,GUTS,2023,Pop,0:03:04,61
37,Selfish,Britney Spears,Femme Fatale (Deluxe Version),2011,Pop,0:03:43,201
38,Lavender Haze,Taylor Swift,Midnights (The Til Dawn Edition),2022,Pop,0:03:22,46
39,How To Stay With You,Troye Sivan,Something To Give Each Other,2023,Pop,0:03:16,40
40,Gimmie Love,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:22,97
41,I got it bad,Addison Rae,AR - EP,2023,Pop,0:02:52,66
42,Human Being (feat. Zhala),Robyn,Honey,2018,Pop,0:03:46,65
43,Aeroplanes,Carly Rae Jepsen,The Loveliest Time,2023,Pop,0:03:20,53
44,Shadow,Carly Rae Jepsen,The Loveliest Time,2023,Pop,0:02:49,57
45,Love On Top,Beyoncé,4 (Expanded Edition),2011,Pop,0:04:27,71
46,Moments,Tove Lo,Queen of the Clouds (Blueprint Edition),2014,Alternative,0:03:22,54
47,Honey,Robyn,Honey,2018,Pop,0:04:54,54
