Position,Name,Artist,Album,Year,Genre,Time,Plays
1,hey you got drugs?,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:04:18,94
2,A&W,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:07:13,72
3,Candy Necklace (feat. Jon Batiste),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:14,60
4,Just For You,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:06,75
5,Fingertips,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:48,53
6,River,Miley Cyrus,Endless Summer Vacation,2023,Pop,0:02:42,69
7,American Teenager,Ethel Cain,Preacher’s Daughter,2022,Alternative,0:04:18,200
8,Kintsugi,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:06:18,53
9,Human Being (feat. Zhala),Robyn,Honey,2018,Pop,0:03:46,64
10,Sweet,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:35,39
11,Peppers (feat. Tommy Genesis),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:08,45
12,stranger,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:03:54,54
13,I’m to Blame,Tove Lo,Dirt Femme,2022,Pop,0:03:20,53
14,Pineapple Slice,Tove Lo & SG Lewis,Dirt Femme,2022,Pop,0:02:56,80
15,Fishtail,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:02,42
16,Yuck,Charli XCX,CRASH (Deluxe),2022,Pop,0:02:18,58
17,Honey,Robyn,Honey,2018,Pop,0:04:54,51
18,honey,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:02:53,51
19,Margaret (feat. Bleachers),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:39,48
20,Unwritten,Natasha Bedingfield,Unwritten,2004,Pop,0:04:19,63
21,"Paris, Texas (feat. SYML)",Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:26,49
22,Midnight Dreams,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,53
23,Love On Top,Beyoncé,4 (Expanded Edition),2011,Pop,0:04:27,63
24,Waiting For It,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:19,58
25,Don't Write Me Off,Hugh Grant,Music and Lyrics,2007,Soundtrack,0:02:30,49
26,Moments,Tove Lo,Queen of the Clouds (Blueprint Edition),2014,Alternative,0:03:22,45
27,Taco Truck x VB,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:05:53,33
28,Boys Like You,ITZY,Boys Like You - Single,2022,Pop,0:03:43,50
29,Gimmie Love,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),2015,Pop,0:03:22,83
30,October,No Spirit,October - Single,2021,Hip-Hop/Rap,0:02:30,
31,The Grants,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:55,43
32,the 1,Taylor Swift,folklore (deluxe version),2020,Alternative,0:03:30,56
33,sao anh không hiểu?,Phùng Khánh Linh,yesteryear (deluxe),2020,Pop,0:03:20,62
34,La Vie En Rose,Lucy Dacus,2019,2019,Alternative,0:02:50,40
35,Let The Light In (feat. Father John Misty),Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:38,30
36,Better Man,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:02:52,39
37,You asked for this,Halsey,"If I Can’t Have Love, I Want Power (Extended)",2021,Alternative,0:04:25,34
38,Habits (Stay High),Tove Lo,Queen of the Clouds (Blueprint Edition),2013,Alternative,0:03:29,96
39,True Disaster,Tove Lo,Lady Wood,2016,Alternative,0:03:44,36
40,Bloom,Troye Sivan,Bloom,2018,Pop,0:03:42,105
41,Hot As Ice,Britney Spears,Blackout,2007,Pop,0:03:16,101
42,Not Strong Enough,boygenius,the record,2023,Alternative,0:03:54,33
43,Gracious Grind,midnite library,Purposeful Pondering,2023,Hip-Hop/Rap,0:01:37,
44,True Romance,Tove Lo,Dirt Femme,2022,Pop,0:04:05,80
45,Jon Batiste Interlude,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:03:33,32
46,Intuition,Ellie Goulding,Higher Than Heaven (Deluxe),2023,Pop,0:03:12,32
47,Holy (Til You Let Me Go),Rina Sawayama,Hold The Girl,2022,Alternative,0:03:19,112
48,bitches,Tove Lo,BLUE LIPS (Lady Wood Phase II),2017,Alternative,0:02:17,33
49,Midnight Rain,Taylor Swift,Midnights (3am Edition),2022,Pop,0:02:54,88
50,Judah Smith Interlude,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023,Pop,0:04:36,27
51,"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty",2015,Pop,0:03:27,36
